소매처코드,소매처명
6047972,国分首都圏株式会社卸事業部営業課
6047972,池田喜平商店
6047973,国分首都圏株式会社山梨支社
6047973,いちやまマート
6047974,国分西日本株式会社近畿支社
6047974,ダイエー
6047974,国分首都圏株式会社ＧＭＳ営業部
6047974,加藤産業株式会社南近畿支社阪和支店
6047975,東武ストア
6047976,シェルガーデン
6047976,国分首都圏株式会社ＧＭＳ営業部
6047980,エーコープ関東
6047984,公正屋
6047984,国分首都圏株式会社第二支社西東京支店
6047986,ヤオヒロ
6047987,八丈万有
6047987,国分首都圏株式会社
6047987,八丈万有株式会社
6047988,国分首都圏株式会社ＳＭ・生協営業部（ユーコープ）
6047988,生活協同組合ユーコープ
6047989,国分首都圏株式会社ＳＭ・生協営業部
6047989,ユニー
6047989,ユニー（ピアゴ）
6047989,ユニー株式会社
6047989,ユニー（アピタ）
6049273,キューピット
6049329,イオンリカー
6049329,イオンリカー株式会社
6049329,加藤産業株式会社東関東支社千葉支店
6049331,リカースペース太陽
6049515,まさ屋
6049515,国分九州株式会社
6049516,ハルタ
6049516,国分九州株式会社鹿児島支店
6049517,国分九州株式会社
6049517,スーパーヤマグチ
6049542,国分首都圏株式会社卸事業部営業課
6049542,ヤスノ
6049544,有限会社八百賢
6049544,やおけん
6049544,国分首都圏株式会社
6049620,シーフロンティア
6049620,シーフロンティア株式会社
6049800,新印食品株式会社
6049800,三菱食品営業第二本部新潟支店
6049800,加藤産業株式会社北関東支社新潟支店
6049800,新印食品
6049800,国分関信越株式会社信越支社新潟支店
6049801,万惣
6049801,三菱食品株式会社中四国支社加食営業部
6049802,ユタカファーマシー
6049804,スーパー小西屋
6049831,ふれあいショップ
6050857,ハローデイ
6050858,国分中部株式会社
6050858,国分西日本株式会社近畿支社
6050858,国分西日本株式会社徳島支店
6050858,キリン堂
6050858,三井食品株式会社オペレーション本部関西支社
6050905,松源
6050906,Ｏｌｙｍｐｉｃグループ
6050906,三井物産流通Ｇ首都圏広域第一本部東京西支店
6050907,ベスト電器
6051316,国分中部株式会社
6051316,ドミー
6051361,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6051361,アイスコ
6051363,三心
6051363,三井食品株式会社中部支社中部営業部
6051364,すぎた
6051364,三井食品株式会社中部支社中部営業部
6051365,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6051365,成城石井
6051366,タカラ・エムシー
6051366,三井食品株式会社中部支社静岡支店
6051368,永井商店
6051368,三井食品株式会社中部支社中部営業部
6051370,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6051370,ビック・ライズ
6051372,ウシヒロ
6051373,エーコープあいち
6051374,サノヤ万松寺
6051374,サノヤ
6051374,三井食品株式会社中部支社中部営業部
6051375,三井食品株式会社中部支社中部営業部
6051375,三協乾物店
6051377,とらや
6051378,三井食品株式会社中部支社静岡支店
6051378,京王商事
6051380,大賀食品株式会社
6051380,三井食品株式会社フードサービス室
6051380,大賀食品
6052284,ダートコーヒー
6052284,ダートコーヒー株式会社
6052289,バリュー１００
6052600,北陸砂糖
6052600,北陸砂糖株式会社
6052605,サンライフ
6052605,国分九州株式会社大分支店
6052621,石原（フードマーケットエコ・ピア）
6052622,国分ネット卸
6052872,三井物産流通Ｇ三井食品ユニット首都圏中央営業４室関信越
6052872,籠島
6052874,浜乙女
6052876,三井食品株式会社中部支社中部営業部
6052876,サカツコーポレーション
6052877,三井食品株式会社フードサービス室
6052877,岩田産業株式会社
6052877,岩田産業
6052879,トヨタ生協
6052879,トヨタ車体生活協同組合
6052880,成田運輸株式会社
6052880,成田運輸
6052881,三井食品株式会社九州支社南九州営業室
6052881,南商事
6052881,南商事株式会社
6053554,小倉屋株式会社
6053554,小倉屋
6053958,カウネット
6054579,国分九州株式会社
6054579,インパクトワン
6054598,タイヨー（関東）
6054926,三井物産流通グループ株式会社首都圏支社首都圏西営業部
6054926,ベル・ウッド
6054926,有限会社ベルウッド
6055087,城山ストアー
6055087,国分九州株式会社鹿児島支店
6055091,そごう・西武
6055164,ホクノー
6055357,三井食品株式会社中部支社中部営業部
6055357,スーパーヤマダイ
6055373,エムアイフードスタイル
6055373,三菱食品株式会社営業第一本部第一グループ
6055581,国分九州株式会社
6055581,ベイサイドプレイス博多
6055637,アマノ
6055637,スーパーアマノ
6055638,国分東北株式会社山形支店
6055638,井上喜太郎商店
6055638,加藤産業株式会社東北支社山形営業所
6055639,サンデー
6055639,加藤産業株式会社東北支社秋田支店
6055639,加藤産業株式会社東北支社山形営業所
6055640,トウショク
6055640,トウショク株式会社
6055836,シグマ薬品
6055836,シグマ薬品株式会社
6055838,ジーマ株式会社
6055838,ジーマ
6055838,国分九州株式会社沖縄支店
6055949,太田情報・医療・自動車専門学校生活協同組合
6055950,神奈川大学生活協同組合
6056005,クスリのアオキ
6056062,高山運輸
6056062,ビッグヨーサン
6056390,藤三
6056390,藤徳物産株式会社福山支店
6056563,ＪＲ東日本リテールネット
6056679,イシハラフード
6056680,ダイナム
6056721,マミーズ
6056721,マミーズ株式会社
6056721,加藤産業株式会社九州支社福岡支店
6056875,タケショウ株式会社
6056875,タケショウ
6062768,どんたく
6062809,関東シジシー
6062955,手原産業倉庫
6064834,広島屋
6064973,イーエックス
6065007,ヤマテツ商事株式会社
6065007,ヤマテツ商事
6065197,トランコム株式会社
6065197,トランコム
6065842,加藤産業株式会社オリジナル商品部特販課
6065842,ブルーレモン
6065843,三菱食品株式会社中部支社営業部
6065843,マックスバリュ東海株式会社
6065843,マックスバリュ東海
6066162,有限会社ナベシマエステート
6066163,浦和伊勢龍
6066210,ＴＨＤ中国株式会社ヤマダヤ
6066210,ヤマダヤ
6066211,松伸
6066211,有限会社松伸
6066661,正和商事
6066661,正和商事株式会社
6066730,タケダストアー
6066922,有限会社協和メルヘン
6066922,国分首都圏株式会社卸事業部営業課
6069178,イトーチェーンゆりあげ食彩館
6069183,エスケイジャパン株式会社
6069183,エスケイジャパン
6069183,国分首都圏株式会社卸事業部営業課
6069434,ＡＲＴＡＧＥ
6070181,エースン
6070194,有限会社ライフフーズタナカ
6070264,ブレス・ロジスティクス
6070310,加藤産業株式会社北近畿支社北大阪支店
6070310,ドウシシャ
6070455,オーエムツーネットワーク
6070455,オーエムツーミート
6070462,三井食品株式会社首都圏支社東京営業部営業第一室
6070462,ロフト
6070464,アイリスプラザ
6070464,アイリスプラザユニディカンパニー
6070735,伊藤忠食品株式会社東海営業本部
6070735,加藤産業株式会社中部支社名古屋支店
6070735,バロー
6070893,煙草屋安兵衛
6070898,伊藤忠食品株式会社東海営業本部
6070898,セリア
6070899,中部薬品
6070899,中部薬品株式会社
6070899,伊藤忠食品株式会社東海営業本部
6070900,伊藤忠食品株式会社東海営業本部
6070900,トミダ
6070901,伊藤忠食品株式会社東日本営業本部（ＣＶＳ）
6070901,セブンイレブン・ジャパン
6070901,伊藤忠食品株式会社西日本営業本部（ＣＶＳ）
6070903,加藤産業株式会社東関東支社足立支店
6070903,加藤産業株式会社中四国支社四国支店
6070903,加藤産業株式会社中四国支社広島支店
6070903,加藤産業株式会社南関東支社湘南支店
6070903,加藤産業株式会社中四国支社岡山支店
6070903,加藤産業株式会社東関東支社千葉支店
6070903,加藤産業株式会社九州支社福岡支店
6070903,コーナン商事株式会社
6070903,加藤産業株式会社南関東支社南東京支店
6070903,加藤産業株式会社中部支社名古屋支店
6070903,加藤産業株式会社九州支社長崎支店
6070903,加藤産業株式会社南近畿支社阪和支店
6070903,加藤産業株式会社東北支社仙台支店
6070903,加藤産業株式会社北関東支社多摩支店
6070903,コーナン商事
6070905,近商ストア
6070905,伊藤忠食品株式会社西日本営業部
6070906,伊藤忠食品株式会社東海営業本部
6070906,食鮮館タイヨー
6070909,伊藤忠食品株式会社東海営業本部
6070909,カネタアマノ
6070910,プラント
6070914,伊藤忠食品株式会社東海営業本部
6070914,中部メイカン
6079921,トスク株式会社
6079921,トスク
6079943,マサ（ド）
6084157,ベイシア
6084157,ベイシア桑名センター
6084157,ベイシア浜松物流
6084158,ヒロロク
6084159,大東食品株式会社
6084159,大東食品
6093079,ビックカメラ
6107244,田中興商店
6107244,田中與商店
6107244,伊藤忠食品株式会社東海営業本部
6107245,イーシーアイ
6107247,森ビル都市企画
6107247,森ビル都市企画株式会社
6120733,カドヤ産商株式会社
6120733,カドヤ産商
6120733,加藤産業株式会社西近畿支社神姫支店
6120736,新井機械製作所
6120737,日立物流九州
6121591,メイクマン
6121591,三井食品株式会社九州支社沖縄支店
6121599,コウヅキユウホンテン
6121599,三菱食品株式会社関西支社営業第三部
6122425,よねや商事
6122425,よねや商事株式会社
6122426,マルヤマ鈴木商店
6122426,有限会社マルヤマ鈴木商店
6122429,資生堂
6122431,ラクーンコマース
6123374,ドラッグストアｍａｃ
6124669,三井造船生活協同組合
6124669,加藤産業株式会社中四国支社岡山支店
6125208,加藤産業株式会社中部支社名古屋支店
6125208,生活協同組合コープいしかわ
6125208,石川県生活協同組合連合会
6125209,エーコープみやざき
6125209,加藤産業株式会社九州支社宮崎営業所
6125210,国分関信越株式会社栃木支社
6125210,全国農業協同組合連合会
6125644,イオングローバルＳＣＭ
6125644,加藤産業株式会社南関東支社南東京支店
6125644,イオングローバルＳＣＭ株式会社
6125645,ゼンショーホールディングス
6125646,ビッグ・エー
6125646,加藤産業株式会社東関東支社足立支店
6126019,加藤産業株式会社中四国支社広島支店
6126019,加藤産業株式会社中四国支社四国支店
6126019,Ａコープ西日本
6126020,マルサン
6126021,フタバヤ
6126375,はっぴぃまーと（ＡＫＲ食品小売共栄会）
6127229,加藤産業株式会社中部支社名古屋支店
6127229,ＪＡライフ富山
6127230,三菱食品株式会社中部支社営業部
6127230,主婦の店
6132314,三菱食品株式会社営業第二本部東関東支店
6132314,コープデリ生活協同組合連合会
6133540,ＣｏｕｐａｎｇＪａｐａｎ合同会社
6136666,エブリイホーミイホールディングス
6136666,加藤産業株式会社中四国支社岡山支店
6136667,国分西日本株式会社山口支店
6136667,加藤産業株式会社九州支社福岡支店
6136667,つがる屋
6140002,森尾青果株式会社
6140002,加藤産業株式会社北近畿支社北大阪支店
6140002,森尾青果
6140003,フレッシュマートアミール
6140209,帆栄物流
6140418,三井食品株式会社関西支社業務用食材部
6140418,ワタミ株式会社
6140418,ワタミ
6140418,三井物産流通グループ株式会社業務用食材本部卸営業部
6140419,三井食品株式会社北海道支社食品営業部
6140419,国分北海道株式会社
6140419,テーオーリテイリング
6140420,ジョイマート
6140420,加藤産業株式会社東関東支社千葉支店
6140420,加藤産業株式会社北関東支社埼玉支店
6140421,あんり
6140421,国分西日本株式会社山陰支店
6140422,ミック・ジャパン
6140422,加藤産業株式会社北近畿支社北大阪支店
6140784,コヅチ
6140786,有限会社小松屋
6140787,ツジヤ
6140789,ハピネス
6140789,加藤産業株式会社九州支社宮崎営業所
6143169,アールシーロジスティクス株式会社
6143169,アールシーロジスティクス
6143171,平井中村屋
6143172,大三乾物
6143172,加藤産業株式会社中四国支社四国支店
6143774,加藤産業株式会社西近畿支社神姫支店
6143774,ゴダイ株式会社
6143774,ゴダイ
6143874,みしまや
6143874,ＴＨＤ中国株式会社みしまや
6143875,間口ロジスティクス株式会社
6143875,間口ロジスティクス
6143876,ユタカ物流
6143876,ユタカ物流株式会社
6144139,三菱食品株式会社中部支社営業部
6144139,玉商（タマノヤ酒販）
6144140,なかやま牧場
6144140,藤徳物産株式会社福山支店
6144374,エコス
6144374,伊藤忠食品株式会社東日本営業部
6144375,伊藤忠食品株式会社東日本営業部
6144375,たいらや
6144376,マスダ
6144376,伊藤忠食品株式会社東日本営業部
6144377,サトウグループ
6144377,加藤産業株式会社東北支社仙台支店
6144694,荒木商店
6144701,スーパーあおき
6144702,ＵｂｅｒＪａｐａｎ株式会社
6144702,三菱食品株式会社広域流通本部広域営業グループ
6144702,ＵｂｅｒＪａｐａｎ
6144988,ファインズファルマ
6144988,国分中部株式会社
6144989,ＭｏｎｏｔａＲＯ
6144990,サイキ
6144991,マークスＨＤ（おーばん）
6144991,おーばん
6145384,エーコープ近畿
6145384,国分中部株式会社伊勢支店
6145384,国分西日本株式会社近畿支社
6146469,金市商店
6146470,戸村精肉本店
6147729,ハシドラッグ
6148219,スーパーアルプス
6148219,アルプス
6149679,長野県Ａ・コープ
6149939,有限会社三和綜合食品
6150529,清水商店
6150704,コンパスグループ・ジャパン
6150704,コンパスグループ・ジャパン株式会社
6151804,ぎゅーとら
6151804,国分中部株式会社伊勢支店
6152025,加藤産業株式会社東北支社仙台支店
6152025,本間青果
6152229,ナイスムラカミ
6152384,花正
6152385,駿河屋魚一
6152386,カーニバル
6152386,コゲツ産業株式会社北九州支店
6152387,加藤産業株式会社北関東支社埼玉支店
6152387,さくらみくら
6152389,加藤産業株式会社東北支社秋田支店
6152389,三和物産
6152390,晴れの国岡山農業協同組合
6152391,ＴＨＤ関東株式会社葵商事
6152391,葵商事
6152392,オーディーユージャパン株式会社
6152392,オーディーユージャパン
6152393,有限会社ＨＲウェルス
6152396,大屋
6152397,ＴＨＤ関西ＣＧＣたかすＫＫＧ
6152397,関西シジシー
6152399,国分北海道株式会社
6152399,丸コマルコストアー
6152400,ＡＴＥ株式会社
6152400,ＡＴＥ
6152401,三井物産流通グループ株式会社東北支社
6152401,Ａコープ東日本
6152401,国分首都圏株式会社第二支社西東京支店
6152401,三井食品株式会社首都圏支社東京営業部営業第一室
6152401,国分関信越株式会社群馬支社
6152403,めぐみの農業協同組合
6152405,マルエー
6152405,ＴＨＤカナ株式会社マルエー
6152405,マルエーお値打ち屋
6152410,アメリカンＧ
6152411,アルビス
6152411,アルビス株式会社
6152411,ＴＨＤカナアルビス株式会社
6152411,有限会社富山県流通センター
6152412,エイケイアール食品
6152413,藤徳物産株式会社岡山支店
6152413,エスマート
6152415,有限会社大松支店
6152415,有限会社大松支店（オオマツフード）
6152415,オオマツフード
6152415,加藤産業株式会社中部支社名古屋支店
6152416,おきなわ農業協同組合
6152416,ＪＡおきなわＡコープ
6152417,おてんとさん
6152418,藤徳物産株式会社岡山支店
6152418,かわべ
6152419,ガンピー
6152420,キムラ
6152421,キラヤ
6152421,ＴＨＤカナ株式会社キラヤ
6152422,クスリのサンロード
6152422,サンロード
6152423,グラントマト
6152423,グラントマト株式会社
6152424,ケント福島
6152426,国分西日本株式会社近畿支社
6152426,コープ近畿事業連合
6152427,コープ北陸事業連合
6152428,コストコホールセールジャパン株式会社
6152428,コストコホールセールジャパン
6152429,こみね商店
6152431,サヌキヤ
6152432,サンシールさの
6152433,サンストア
6152434,サンダイコー
6152435,サンマリ
6152437,三菱食品営業第二本部長岡支店
6152437,シミズヤ
6152438,ジャコム石川
6152438,加藤産業株式会社中部支社名古屋支店
6152440,宍戸青果株式会社（スーパーシシド）
6152440,宍戸青果（スーパーシシド）
6152440,スーパーシシド
6152443,スーパー大津
6152444,セイコーマート
6152445,ダイゼン
6152445,国分北海道株式会社
6152446,タカギ三条
6152447,タカシマヤ
6152451,とりわか食品工業
6152451,国分西日本株式会社岡山支店
6152454,ニュー直江
6152455,ハウディ
6152456,バザール
6152457,パメラ２
6152457,国分西日本株式会社山口支店
6152458,ピープルズ
6152459,ひかり商事株式会社
6152459,加藤産業株式会社九州支社福岡支店
6152459,ひかり商事
6152460,ビッグハウス
6152461,ファミリーストアさとう
6152462,フーコット
6152462,国分関信越株式会社埼玉支店
6152463,フーズマーケットメイト
6152464,フジサン
6152465,フジ物産
6152465,フジ物産株式会社
6152466,ホームセンタータバタ
6152468,マークスＨＤ和興
6152469,丸大マークス
6152469,マークスマイヤ
6152469,マイヤ（マークスグループ）
6152470,マイＪＰＮ
6152471,マグフーズ
6152472,マックスバリュ西日本株式会社ザ・ビッグ
6152472,加藤産業株式会社中四国支社岡山支店
6152472,加藤産業株式会社西近畿支社神姫支店
6152472,加藤産業株式会社中四国支社四国支店
6152472,加藤産業株式会社中四国支社広島支店
6152472,マックスバリュ西日本ザ・ビッグ
6152474,まるきスーパー
6152474,まるきスーパー伊良部
6152475,マルコク株式会社
6152475,マルコク
6152476,マルサム株式会社
6152476,マルサム
6152477,マルチ山本
6152478,マルヤス食品
6152478,マルヤス
6152479,ミサトフーズ
6152481,みつい
6152482,モウリ
6152483,ヤマダ商店
6152484,伊藤忠食品株式会社東海営業本部
6152484,ヤマナカ
6152485,藤徳物産株式会社福山支店
6152485,ユーホー
6152486,レオ食品
6152486,レオ食品株式会社
6152487,ワールド企画
6152488,ワタキューセイモア
6152488,ワタキューセイモア株式会社
6152489,ワンステップ
6152490,三井食品株式会社中部支社中部営業部
6152490,愛知県経済農業協同組合連合会
6152491,渥美フーズ
6152493,伊勢屋ガリバー
6152494,栄幸
6152494,栄幸食品
6152495,奥田商店
6152496,下呂食料品中央卸市場
6152497,Ｆａｃｉｏ
6152498,株ＭＡＮＰＯＷＦＯＯＤＳＳ
6152498,ＭＡＮＰＯＷＦＯＯＤＳ
6152499,アオキスーパー
6152503,いちい
6152504,イチコ
6152505,国分関信越株式会社群馬支社
6152505,いっちょう
6152506,イワサキ
6152507,ウジエスーパー・モリヤ
6152507,ウジエスーパー
6152509,エコス与野フード
6152510,エビスク
6152511,国分関信越株式会社埼玉支店
6152511,エフケイ
6152512,エムズ
6152513,オータニ
6152515,伊藤忠食品株式会社東日本営業部
6152515,カクヤス
6152516,カドイケ
6152517,国分関信越株式会社栃木支社
6152517,カンセキ
6152518,キクコウストア
6152519,キャメル珈琲
6152521,ゲオ
6152521,加藤産業株式会社北海道支社札幌支店
6152521,加藤産業株式会社九州支社福岡支店
6152521,加藤産業株式会社中部支社名古屋支店
6152521,加藤産業株式会社北関東支社埼玉支店
6152522,コープさばえ
6152522,フード福井（コープさばえ
6152523,コープ東北
6152523,三菱食品株式会社東北支社加食営業第二部
6152523,国分東北株式会社仙台支店
6152524,コノミヤ
6152524,コノミヤ関西
6152524,コノミヤ（東海）
6152526,サカガミ
6152527,ザグザグ
6152527,藤徳物産株式会社岡山支店
6152528,国分九州株式会社沖縄支店
6152528,サンエー
6152529,ジョイフルサンアルファ
6152531,スーパーナショナル
6152533,スーパーラック
6152534,スーパー森永
6152535,国分北海道株式会社
6152535,ダイイチ
6152538,たかき
6152539,国分東北株式会社秋田支店
6152539,タカヤナギ
6152542,ツルヤ
6152543,テラタ
6152544,トップフーズ
6152545,とをしや薬局
6152545,国分関信越株式会社埼玉支店
6152546,ナナーズ
6152547,ニシザワ
6152548,ニシムタ
6152549,ニッコー
6152550,ハピー
6152551,ビーレイク
6152553,ビッグ富士
6152553,ビック富士
6152554,ひらせい
6152554,ひらせいホームセンター
6152555,フィールコーポレーション
6152555,伊藤忠食品株式会社東海営業本部
6152556,フード福井（フード三国）
6152556,フード三国
6152557,ふく薬品
6152559,国分西日本株式会社広島支店
6152559,フレスタ
6152560,国分関信越株式会社信越支社新潟支店
6152560,フレッシュマツヤ
6152562,加藤産業株式会社九州支社福岡支店
6152562,ヘルスサポート
6152563,ベルプラスビッグプロ
6152564,ホームセンターセブン
6152565,ホクレン商事
6152566,まいづる百貨店
6152567,まえだストア
6152569,マルアイ
6152569,国分西日本株式会社近畿支社兵庫支店
6152569,加藤産業株式会社西近畿支社神姫支店
6152570,マルキョウ
6152571,マルショーフーズ
6152572,みちのく流通システム
6152573,みやはら
6152574,ミラックマツヤ
6152575,ヤオコー
6152575,国分関信越株式会社埼玉支店
6152577,やおふく
6152578,ヤスサキ
6152581,ヤマヒロ
6152581,国分東北株式会社仙台支店
6152582,ヤマヨ
6152583,ヨドバシカメラ
6152584,リウボウストアー
6152584,リウボウストア
6152585,加藤産業株式会社東関東支社千葉支店
6152585,ゑびすや商店
6152585,加藤産業株式会社東関東支社足立支店
6152586,伊徳
6152586,国分東北株式会社秋田支店
6152587,稲垣
6152587,加藤産業株式会社中四国支社四国支店
6152588,国分関信越株式会社栃木支社
6152588,永作
6152590,横浜ファーマシー
6152590,国分東北株式会社秋田支店
6152591,国分関信越株式会社信越支社長野支店
6152591,岡谷生鮮市場
6152592,丸井グループ
6152592,国分関信越株式会社信越支社新潟支店
6152595,丸大
6152596,丸萬
6152598,国分西日本株式会社山口支店
6152598,岩崎宏健堂
6152599,Ｙストア
6152599,義津屋
6152600,国分北海道株式会社
6152600,魚はん
6152601,玉木屋
6152602,高木商会
6152603,崎浜商店
6152604,山京
6152604,国分西日本株式会社山陰支店
6152606,国分東北株式会社山形支店
6152606,神文ストア
6152607,静鉄ストア
6152608,千葉セルコ
6152609,川徳
6152610,泉屋
6152610,加藤産業株式会社東関東支社足立支店
6152611,大津屋
6152612,フードネットリテール株式会社
6152612,大楠屋
6152613,中国ＶＭＮ
6152615,加藤産業株式会社中四国支社広島支店
6152615,国分東北株式会社仙台支店
6152615,加藤産業株式会社南近畿支社阪和支店
6152615,加藤産業株式会社中部支社静岡営業所
6152615,長崎屋
6152615,加藤産業株式会社西近畿支社阪神支店
6152616,田子重
6152618,東急ストアー
6152619,東光ストア
6152619,国分北海道株式会社
6152621,ＪＲ北海道フレッシュキヨスク株式会社
6152621,北海道ＪＲフレッシュ
6152621,ＪＲ北海道フレッシュキヨスク
6152622,明和
6152623,綿半パートナーズ株式会社
6152623,綿半ホームエイド
6152625,野嵩商会
6152626,国分東北株式会社盛岡支店
6152626,流通技研
6152629,宇佐美鉱油
6152630,加藤産業株式会社九州支社長崎支店
6152630,丸栄商事
6152631,丸江
6152631,加藤産業株式会社東北支社仙台支店
6152632,丸勢
6152633,丸政商事
6152633,丸政商事株式会社
6152634,宮崎市場
6152635,協同組合オクトフーズチェーン
6152637,玉寄スーパー（久米島
6152637,玉寄スーパー
6152638,金秀商事株式会社
6152638,金秀商事
6152640,元気市場たかはし
6152640,元気市場
6152641,元気市場たかはし
6152641,元気市場たかはし上町店
6152643,合同会社ピュア１３
6152643,ピュア１３
6152644,三協
6152645,三本珈琲
6152645,国分グループ本社株式会社フードサービス事業部
6152646,山形ソルト商事株式会社
6152646,山形ソルト
6152646,山形ソルト商事
6152647,事務キチつちや
6152649,新鮮屋オタギリ
6152650,秋田県職員生活協同組合
6152650,生活協同組合あきた
6152651,生活協同組合おおさかパルコープ
6152651,国分西日本株式会社近畿支社
6152652,生活協同組合コープこうべ
6152652,国分西日本株式会社近畿支社
6152653,生鮮いちばん土崎店
6152655,誠勢同動株式会社
6152655,コゲツ産業株式会社熊本支店
6152655,誠勢同動
6152656,前畠商事株式会社
6152656,前畠商事
6152657,全日本食品株式会社
6152657,全日食チェーン
6152657,全日本食品
6152658,大阪いずみ市民生活協同組合
6152658,国分西日本株式会社近畿支社
6152659,中央マート
6152660,中山牧場
6152661,中島製茶
6152661,中島製茶株式会社
6152661,国分北海道株式会社
6152662,仲程商店
6152662,仲程商店（南大東）
6152663,町の直売所２号店
6152664,渡辺生鮮館
6152664,藤徳物産株式会社岡山支店
6152665,都城市場
6152666,東急ライフ
6152667,加藤産業株式会社中四国支社岡山支店
6152667,東中国イシコ建機
6152667,東中国イシコ建機株式会社
6152668,藤澤福知山
6152668,藤澤福知山支店
6152669,南アルプス農協
6152669,南アルプス農業協同組合
6152670,伯山交通
6152671,有限会社柏木商店
6152671,柏木商店
6152673,繁栄
6152674,不二家チェーン
6152675,福井県経済農業協同組合
6152676,福井県民生活協同組合
6152678,三菱食品東北支社南東北支店福島ユニット
6152678,福島青果商協
6152681,有限会社いしかわ
6152682,有限会社ウィリー
6152683,有限会社エニクロ
6152685,有限会社まるきた商店
6152688,熊谷商店
6152688,国分北海道株式会社
6152690,有限会社斎新商店
6152690,斎新商店
6152694,有限会社静岡ワールドフーズ
6152695,有限会社太陽商事
6152696,有限会社大和ストア
6152697,有限会社中央市場
6152697,加藤産業株式会社東北支社秋田支店
6152698,有限会社藤丸食品
6152699,有限会社菱富
6152700,有限会社あさひ
6152701,ＥＮＥＯＳ
6152701,ＥＮＥＯＳ株式会社
6152702,ユウキヤ
6153381,ライフコーポレーション（大阪）
6153381,国分西日本株式会社近畿支社（ライフ）
6153382,フレッシュショップトマトチェーン株式会社
6153382,フレッシュショップトマトチェーン
6153965,ＪＡしみず
6153965,ＪＡしみずサービス
6153966,ＪＣ生鮮市場６９０
6153969,エムエスエイ株式会社
6153969,加藤産業株式会社南近畿支社阪南支店
6153969,エムエスエイ
6153970,ＴＨＤ東海株式会社カネハチ
6153970,カネハチ
6153973,クックマート
6153973,クックマート株式会社
6153974,グローリージャパン
6153977,しみずや
6153979,スーパーミナミ（南大東）
6153979,スーパーミナミ
6153980,すずまーとサンショップ
6153982,センターシティマネジメント
6153984,タマモ
6153988,はりまや
6153992,有限会社ほりた商店
6153992,ほりた商店
6153993,マツオカ
6153993,（有）マツオカ
6153994,マルキフード
6153994,マルキフードセンター
6153995,マルタマフーズＧ
6153997,ミートピアホートク
6153998,ランディーズ
6153999,リテイルサポート
6154001,奥原ストアー
6154001,奥原ストア－Ｍ
6154002,家近物産
6154003,街の直売所
6154005,Ｓｕｎｎｙｒｅｘ
6154006,あいのや
6154007,ウィンマート
6154008,エスシーエム
6154008,国分北海道株式会社
6154010,サクラフーズ
6154011,サンシー
6154011,サンシー知花店
6154011,サンシー宜野湾店
6154014,スーパーとびしま
6154019,フード福井（Ａ美浜）
6154019,フード福井
6154019,加藤産業株式会社中部支社名古屋支店
6154019,フード福井（ＪＡ福井市食
6154020,愛和
6154020,コゲツ産業株式会社福岡支店
6154021,越後屋
6154022,華
6154023,舘原商店
6154025,隅倉
6154026,古田屋
6154026,三井食品株式会社中部支社静岡支店
6154027,広島ママチェーン
6154028,高木酒店
6154029,国分北海道株式会社
6154029,山大藤森商店
6154030,秋津船食
6154031,昭和堂
6154032,上野商事
6154033,星野リゾート
6154035,八百ひで
6154036,琉球ﾃﾞﾘｶｻｰﾋﾞｽ（その他）
6154036,琉球デリカサービス
6154038,大塚商会
6154038,伊藤忠食品株式会社東日本営業部
6154039,丸水秋田中央水産
6154039,丸水秋田中央水産株式会社
6154039,国分東北株式会社秋田支店
6154041,熊井商店
6154045,広協商事株式会社
6154045,広協商事
6154046,江戸屋本店
6154047,国分東北株式会社仙台支店
6154047,合資会社サンエス白萩
6154048,崎原商店
6154048,崎原商店（与那国）
6154049,酒のＡＢＣグループ
6154050,住田株式会社
6154050,住田
6154051,昭和産業
6154053,新昭和食品
6154055,菅文
6154056,西条商事
6154056,加藤産業株式会社中四国支社広島支店
6154057,西濃酒販
6154058,静岡経済連
6154058,静岡県経済連
6154060,鮮国市場
6154063,大栄食品（石垣）
6154063,大栄食品
6154065,第一スーパー
6154066,中西商店
6154066,中西商店＜石川＞
6154067,中田商店
6154068,長井商店
6154068,長井商店（久米島）
6154071,萩原酒店
6154072,福一
6154075,有限会社スーパーしんや
6154076,有限会社スーパー小寺
6154077,有限会社なかたストアー
6154078,有限会社ファミリーマートさとう
6154079,有限会社まさるフーズ
6154082,有限会社宇野澤商店
6154083,国分北海道株式会社
6154083,有限会社小崎食料品店
6154084,有限会社食彩エフ
6154085,㈲知念商会Ｙ
6154085,有限会社知念商会
6154086,仲松商事
6154086,（有）仲松商事
6154086,有限会社仲松商事
6154088,有限会社野手商店
6154088,国分関信越株式会社栃木支社
6154089,有限会社野田食品
6154091,与儀商店
6154091,与儀商店株式会社
6154091,与儀商店（南大東）
6154098,ＪＡ福井県経済連
6154098,ＴＨＤカナ株北陸ＣＧＣＪＡ福井県
6154098,ＴＨＤカナ株北陸ＣＧＣフード福井
6154102,吉寅商店
6154105,国分関信越株式会社信越支社新潟支店
6154105,アークランズ
6154105,アークランズ株式会社
6154116,ＪＡ山口県
6154333,山岸（ホームセンターヤマキシ／福井）
6154334,もったいない村
6154337,魚さいとう
6154337,魚斉藤
6154340,グリーンシティー
6154343,国分北海道株式会社
6154343,ルーキーファーム
6154347,１０５ストアー（ｻﾞﾏﾐ）
6154347,１０５ストアー
